Date,Team1,Team2,Score,Team1_Position,Team1_Win_Percentage,Team2_Position,Team2_Win_Percentage,Team1_Player1_Rating,Team1_Player1_Kills_Per_Round,Team1_Player1_Deaths_Per_Round,Team1_Player1_Headshots,Team1_Player2_Rating,Team1_Player2_Kills_Per_Round,Team1_Player2_Deaths_Per_Round,Team1_Player2_Headshots,Team1_Player3_Rating,Team1_Player3_Kills_Per_Round,Team1_Player3_Deaths_Per_Round,Team1_Player3_Headshots,Team1_Player4_Rating,Team1_Player4_Kills_Per_Round,Team1_Player4_Deaths_Per_Round,Team1_Player4_Headshots,Team1_Player5_Rating,Team1_Player5_Kills_Per_Round,Team1_Player5_Deaths_Per_Round,Team1_Player5_Headshots,Team2_Player1_Rating,Team2_Player1_Kills_Per_Round,Team2_Player1_Deaths_Per_Round,Team2_Player1_Headshots,Team2_Player2_Rating,Team2_Player2_Kills_Per_Round,Team2_Player2_Deaths_Per_Round,Team2_Player2_Headshots,Team2_Player3_Rating,Team2_Player3_Kills_Per_Round,Team2_Player3_Deaths_Per_Round,Team2_Player3_Headshots,Team2_Player4_Rating,Team2_Player4_Kills_Per_Round,Team2_Player4_Deaths_Per_Round,Team2_Player4_Headshots,Team2_Player5_Rating,Team2_Player5_Kills_Per_Round,Team2_Player5_Deaths_Per_Round,Team2_Player5_Headshots
13/04/2024,aurora,apeks,1,28,75.0,20,44.1,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.0,0.63,0.66,56.7,1.15,0.73,0.73,53.7,1.11,0.71,0.55,44.0,0.88,0.53,0.69,49.2,1.01,0.65,0.68,52.0
13/04/2024,aurora,big,1,28,75.0,38,40.9,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.04,0.65,0.68,53.2,0.98,0.63,0.64,31.4,1.16,0.74,0.67,51.8,1.03,0.66,0.69,56.9,1.1,0.65,0.56,52.2
13/04/2024,aurora,heroic,1,28,75.0,10,57.1,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,aurora,eternal_fire,1,28,75.0,8,68.2,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,0.99,0.59,0.62,48.4,1.24,0.74,0.64,51.6,1.14,0.69,0.58,37.7,1.03,0.64,0.61,61.4,1.11,0.72,0.68,52.7
13/04/2024,aurora,heroic,0,28,75.0,10,57.1,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,aurora,b8,1,28,75.0,47,48.0,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.01,0.66,0.72,55.5,1.05,0.68,0.65,32.3,1.16,0.74,0.7,58.8,1.04,0.63,0.63,53.2,0.9,0.58,0.72,63.1
13/04/2024,aurora,sinners,0,28,75.0,49,59.3,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.14,0.74,0.61,31.8,1.06,0.67,0.65,59.3,1.05,0.65,0.65,53.2,0.99,0.62,0.68,48.6,1.14,0.71,0.7,58.5
13/04/2024,aurora,apeks,0,28,75.0,20,44.1,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,1.0,0.63,0.66,56.7,1.15,0.73,0.73,53.7,1.11,0.71,0.55,44.0,0.88,0.53,0.69,49.2,1.01,0.65,0.68,52.0
13/04/2024,aurora,falcons,1,28,75.0,11,42.9,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,0.82,0.5,0.7,52.6,1.14,0.76,0.68,54.3,1.11,0.68,0.66,53.5,1.04,0.68,0.68,52.2,1.13,0.71,0.6,33.3
13/04/2024,aurora,9_pandas,0,28,75.0,21,51.7,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0,0.93,0.56,0.69,53.1,1.15,0.73,0.61,56.5,1.08,0.66,0.6,27.1,1.09,0.68,0.68,55.8,1.09,0.67,0.66,62.1
13/04/2024,g2,g2,1,6,65.4,6,65.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6
13/04/2024,g2,mouz,0,6,65.4,5,76.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
13/04/2024,g2,virtuspro,1,6,65.4,9,68.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
13/04/2024,g2,heroic,1,6,65.4,10,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,g2,lynn-vision,1,6,65.4,31,57.7,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.71,0.69,57.7,1.06,0.65,0.67,60.8,1.17,0.73,0.64,57.8,1.11,0.67,0.56,33.8,1.08,0.66,0.62,60.2
13/04/2024,g2,liquid,0,6,65.4,22,69.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
13/04/2024,g2,9z,1,6,65.4,45,65.6,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.07,0.65,0.66,49.8,1.18,0.75,0.62,51.2,0.93,0.54,0.65,58.1,1.19,0.73,0.58,34.2,1.05,0.65,0.63,55.4
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,mouz,1,6,65.4,5,76.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
13/04/2024,g2,virtuspro,1,6,65.4,9,68.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
13/04/2024,g2,ecstatic,1,6,65.4,17,58.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.08,0.68,0.66,57.7,1.07,0.67,0.7,50.5,1.03,0.63,0.64,60.9,1.1,0.7,0.69,50.0,1.02,0.62,0.59,37.1
13/04/2024,g2,cloud9,0,6,65.4,7,63.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,47.7,1.15,0.72,0.67,49.7,1.08,0.65,0.65,35.8,1.09,0.65,0.67,48.0,1.12,0.68,0.57,45.9
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,furia,1,6,65.4,14,45.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.09,0.69,0.6,34.9,1.04,0.64,0.67,58.5,1.01,0.61,0.68,47.1,1.13,0.69,0.64,46.4,1.15,0.7,0.6,49.4
13/04/2024,g2,faze,1,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,eternal_fire,1,6,65.4,8,68.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.99,0.59,0.62,48.4,1.24,0.74,0.64,51.6,1.14,0.69,0.58,37.7,1.03,0.64,0.61,61.4,1.11,0.72,0.68,52.7
13/04/2024,g2,faze,0,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,heroic,1,6,65.4,10,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,g2,monte,1,6,65.4,23,51.9,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.14,0.75,0.65,38.7,1.13,0.7,0.64,63.3,1.01,0.62,0.67,55.1,0.94,0.61,0.67,56.0,1.06,0.66,0.68,50.7
13/04/2024,g2,ence,0,6,65.4,13,45.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.66,54.8,1.01,0.65,0.67,41.8,0.97,0.61,0.71,56.3,1.1,0.71,0.61,33.9,1.12,0.7,0.67,59.2
13/04/2024,g2,heroic,1,6,65.4,10,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,g2,liquid,1,6,65.4,22,69.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,ninjas_in_pyjamas,1,6,65.4,27,23.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.86,0.55,0.72,51.3,0.96,0.56,0.68,48.0,1.02,0.71,0.72,62.1,1.07,0.73,0.72,52.3,0.98,0.61,0.66,34.6
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,ninjas_in_pyjamas,1,6,65.4,27,23.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.86,0.55,0.72,51.3,0.96,0.56,0.68,48.0,1.02,0.71,0.72,62.1,1.07,0.73,0.72,52.3,0.98,0.61,0.66,34.6
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,faze,0,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,mouz,1,6,65.4,5,76.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
13/04/2024,g2,aurora,0,6,65.4,28,75.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.08,0.68,0.69,51.3,1.24,0.77,0.66,50.1,1.08,0.64,0.62,45.0,1.21,0.77,0.58,42.4,1.19,0.75,0.64,61.0
13/04/2024,g2,fluxo,1,6,65.4,46,63.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.97,0.57,0.68,58.9,1.06,0.65,0.63,59.6,1.27,0.79,0.62,52.6,1.1,0.71,0.62,36.2,1.13,0.7,0.62,53.7
13/04/2024,g2,complexity,0,6,65.4,12,43.8,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
13/04/2024,g2,ence,1,6,65.4,13,45.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.66,54.8,1.01,0.65,0.67,41.8,0.97,0.61,0.71,56.3,1.1,0.71,0.61,33.9,1.12,0.7,0.67,59.2
13/04/2024,g2,complexity,1,6,65.4,12,43.8,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
13/04/2024,g2,cloud9,0,6,65.4,7,63.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,47.7,1.15,0.72,0.67,49.7,1.08,0.65,0.65,35.8,1.09,0.65,0.67,48.0,1.12,0.68,0.57,45.9
13/04/2024,g2,og,1,6,65.4,36,50.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.94,0.58,0.74,61.5,1.03,0.65,0.68,59.8,1.16,0.73,0.63,56.8,1.03,0.65,0.72,57.6,1.22,0.75,0.72,36.0
13/04/2024,g2,mouz,0,6,65.4,5,76.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.67,0.67,54.9,0.9,0.56,0.7,57.5,1.1,0.71,0.61,31.3,1.17,0.76,0.61,52.1,1.09,0.68,0.68,47.9
13/04/2024,g2,complexity,1,6,65.4,12,43.8,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.14,0.74,0.68,57.9,0.97,0.62,0.72,52.7,0.92,0.53,0.64,51.6,1.09,0.68,0.61,43.1,1.01,0.65,0.69,50.0
13/04/2024,g2,virtuspro,1,6,65.4,9,68.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
13/04/2024,g2,lynn-vision,1,6,65.4,31,57.7,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.12,0.71,0.69,57.7,1.06,0.65,0.67,60.8,1.17,0.73,0.64,57.8,1.11,0.67,0.56,33.8,1.08,0.66,0.62,60.2
13/04/2024,g2,vitality,0,6,65.4,3,62.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4
13/04/2024,g2,virtuspro,1,6,65.4,9,68.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.64,49.0,1.21,0.7,0.61,49.7,1.12,0.66,0.52,31.4,1.07,0.63,0.64,48.8,1.13,0.68,0.64,61.3
13/04/2024,g2,ence,1,6,65.4,13,45.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.0,0.6,0.66,54.8,1.01,0.65,0.67,41.8,0.97,0.61,0.71,56.3,1.1,0.71,0.61,33.9,1.12,0.7,0.67,59.2
13/04/2024,g2,astralis,1,6,65.4,26,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
13/04/2024,g2,vitality,1,6,65.4,3,62.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4
13/04/2024,g2,faze,1,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,astralis,1,6,65.4,26,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.1,0.68,0.6,36.5,1.11,0.7,0.67,47.7,0.99,0.59,0.68,64.9,1.01,0.64,0.66,61.4,1.07,0.65,0.64,54.2
13/04/2024,g2,natus_vincere,0,6,65.4,2,77.3,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.51,0.65,43.8,1.02,0.64,0.68,42.5,1.09,0.68,0.65,65.9,1.16,0.73,0.65,51.2,1.17,0.74,0.57,38.4
13/04/2024,g2,faze,0,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,og,1,6,65.4,36,50.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.94,0.58,0.74,61.5,1.03,0.65,0.68,59.8,1.16,0.73,0.63,56.8,1.03,0.65,0.72,57.6,1.22,0.75,0.72,36.0
13/04/2024,g2,liquid,0,6,65.4,22,69.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.06,0.62,0.57,29.6,1.24,0.75,0.59,51.0,1.22,0.75,0.6,59.0,1.12,0.67,0.68,57.0,1.1,0.69,0.62,53.5
13/04/2024,g2,vitality,0,6,65.4,3,62.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.99,0.59,0.69,47.4,1.35,0.83,0.59,39.4,1.14,0.67,0.63,50.1,1.15,0.72,0.62,53.7,1.0,0.59,0.62,58.4
13/04/2024,g2,imperial,1,6,65.4,18,72.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.16,0.67,0.53,33.3,1.22,0.78,0.67,45.1,1.03,0.61,0.64,48.6,1.14,0.73,0.61,52.2,1.11,0.69,0.66,53.5
13/04/2024,g2,cloud9,1,6,65.4,7,63.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,47.7,1.15,0.72,0.67,49.7,1.08,0.65,0.65,35.8,1.09,0.65,0.67,48.0,1.12,0.68,0.57,45.9
13/04/2024,g2,faze,0,6,65.4,1,72.4,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.91,0.57,0.72,54.4,1.06,0.65,0.68,62.9,1.19,0.75,0.63,54.0,1.12,0.71,0.6,52.5,1.18,0.74,0.59,35.1
13/04/2024,g2,heroic,0,6,65.4,10,57.1,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.13,0.71,0.65,52.7,1.08,0.69,0.67,52.1,1.02,0.66,0.65,47.6,1.05,0.65,0.66,51.1,0.99,0.61,0.66,50.2
13/04/2024,g2,og,1,6,65.4,36,50.0,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,0.94,0.58,0.74,61.5,1.03,0.65,0.68,59.8,1.16,0.73,0.63,56.8,1.03,0.65,0.72,57.6,1.22,0.75,0.72,36.0
13/04/2024,g2,nouns,1,6,65.4,44,66.7,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.14,0.71,0.63,52.9,1.05,0.67,0.65,54.0,1.18,0.74,0.57,32.8,1.1,0.67,0.71,50.4,1.21,0.76,0.65,53.7
13/04/2024,g2,fnatic,0,6,65.4,33,55.2,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.08,0.68,0.63,47.2,1.06,0.64,0.69,55.4,1.07,0.67,0.61,30.9,1.05,0.65,0.65,52.6,1.12,0.72,0.71,63.4
13/04/2024,g2,furia,1,6,65.4,14,45.5,1.18,0.73,0.63,53.9,1.02,0.62,0.64,45.2,1.01,0.61,0.63,52.4,0.93,0.54,0.67,56.6,1.37,0.86,0.56,40.6,1.09,0.69,0.6,34.9,1.04,0.64,0.67,58.5,1.01,0.61,0.68,47.1,1.13,0.69,0.64,46.4,1.15,0.7,0.6,49.4
